"ALPHA3CODE","NAME_A","NAME_C","NAME_E","NAME_F","NAME_R","NAME_S","AUTHOR"
"PCF","","","","","","","Machida 1984"
"YCS","","","Secret goby","","","","Rutter 1904"
"PGD","","","","","","","Myers 1944"
"TFU","","","","","","","Pellegrin 1903"
"TSV","","","","","","","Jordan & Snyder 1902"
"USL","","","Bigmouth croaker","","","","(Bleeker 1850)"
"USM","","","Blotched tiger-too","","","","(Cuvier 1830)"
"BPB","","","Atlantic fanfish","","","","Fries 1837"
"PYG","","","Snow pleco","","","","Eigenmann & Kennedy 1903"
"PJG","","","Quillfish","","","","Bean 1881"
"PTJ","","","","","","","Myers 1930"
"PTO","","","","","","","Steindachner 1866"
"PTI","","","Sacramento squawfi","","","","(Ayres 1854)"
"TCH","","","","","","","(Bleeker 1868)"
"PGQ","","","Pug-nosed pipefish","","","","(Castelnau 1872)"
"TEE","","","Pacific fanfish","","","","(Jordan & Snyder 1901)"
"BPS","","","Purple brotula","","","","(Heller & Snodgrass 1903)"
"TGB","","","","","","","(Bleeker 1856)"
"TGK","","","","","","","Koumans 1933"
"TKU","","","","","","","Randall & Hoese 1985"
"EPH","","","Wingfin anchovy","","","","(Linnaeus 1766)"
"TEC","بُندُقِية بحزام ذهب","金带鳞鳍梅鲷","Goldband fusilier","Caesio à ceinture","","Fusilero cinta dor","(Cuvier 1830)"
"TED","بُندُقِية بأَشْرطَتَيْنِ صفراء ","双带鳞鳍梅鲷","Double-lined fusil","Fusilier à deux b","","Fusilero de dos ba","(Bleeker 1865)"
"OLP","قفّاز أصفر الزِّعْنَفَة","帕洛革鲹","Maracaibo leatherj","Sauteur palomette","","Zapatero palometa","(Cuvier 1832)"
"OLG","قفّاز قصير الأَفك","闪光革鲹","Shortjaw leatherja","Sapater violine","","Zapatero raspa bal","Gilbert & Starks 1904"
"NFT","لانغوستين قٍرمِزِيَّة","猩红拟海螯虾","Scarlet lobsterett","Langoustine écarl","","Cigala escarlata","Norman 1882"
"ORS","قِرش-بِساط إسكافي","疣背须鲨","Cobbler wobbegong","Requin-tapis cordo","","Tapicero zapatudo","(Peters 1864)"
"SVL","","","","","","","(Jensen 1953)"
"YAG","","","Shoal flounder","","","","Ginsburg 1933"
"LZF","","","Signal barb","","","","(Heckel 1843)"
"MZP","","","","","","","(Bleeker 1852)"
"BMZ","","","","","","","(Valenciennes 1840)"
"PQZ","","","","","","","Bleeker 1846"
"WPU","","","","","","","(Bleeker 1858-59)"
"EDC","","","","","","","(Jordan & Seale 1907)"
"EDA","","","","","","","(Herre 1940)"
"EDG","","","Reef bass","","","","(Breder 1927)"
"PWN","","","","","","","Fedoryako 1976"
"DJV","","","Polynesian wrasse","","","","Randall & Randall 1981"
"DBB","","","","","","","(Klunzinger 1880)"
"PGB","","","","","","","(Prashad & Mukerji 1929)"
"PDJ","","","","","","","(Jordan & Starks 1905)"
"UMA","","","","","","","Evseenko 1984"
"EDL","","","Fourband leatherja","","","","Fraser-Brunner 1940"
"PDQ","","","Popondetta blue-ey","","","","(Allen 1981)"
"OPS","","","","","","","Blache 1975"
"PDK","","","","","","","(Gilbert & Hubbs 1916)"
"UPN","","","Namorado sandperch","","","","Miranda-Ribeiro 1903"
"PDH","","","","","","","Jordan & Metz 1913"
"PFK","","","","","","","(Jordan & Culver 1895)"
"PSP","","","Purplemouthed cong","","","","(Lea 1913)"
"PDY","","","","","","","(Valenciennes 1844)"
"PBR","","","Southern bastard c","","","","Günther 1863"
"UBV","","","Yellowmargin trigg","","","","(Rüppell 1829)"
"PDS","","","Smallscale redfin","","","","(Boulenger 1911)"
"PUZ","","","","","","","Jordan & Starks 1904"
"SXC","شِبه شيم شيلي","智力拟鲹","Juan Fernandez tre","Carangue chilienne","","Pámpano chileno","(Guichenot 1848)"
"SXW","","","Skipjack trevally","","","","(Whitley 1931)"
"PSK","قِرش تِمساح","蒲原拟锥齿鲨","Crocodile shark","Requin crocodile","","Tiburón cocodrilo","(Matsubara 1936)"
"DOA","","","","","","","Kamohara 1935"
"PCG","","","","","","","(Kner 1858)"
"DCI","","","Pelvic-spot wrasse","","","","Schultz 1960"
"DCV","","","Striated wrasse","","","","Jordan & Evermann 1903"
"PVA","","","Orange dottyback","","","","Bauchot-Boutin 1958"
"PVU","","","Olive dottyback","","","","Rüppell 1835"
"DCF","","","Rust-banded wrasse","","","","Fourmanoir 1971"
"PAQ","","","","","","","(Valenciennes 1840)"
"PDT","","","Threespot headstander","","","Anostomus de tres m...","(Kner 1858)"
"EDB","","","Two-spot basslet","","","","(Smith 1955)"
"EDF","","","","","","","(Kamohara 1954)"
"EDP","","","","","","","(Randall & Lubbock 1981)"
"EDS","","","Sea goldie","","","","(Peters 1855)"
"PFP","","","","","","","(Jenyns 1842)"
"EDE","","","","","","","(de Buen & Fage 1908)"
"EDO","","","","","","","(Bleeker 1855)"
"PDL","","","Redfin","","","","(Pallas 1776)"
"PDU","","","","","","","(McClelland 1842)"
"MPU","","","White ribbon eel","","","","(Bleeker 1858-59)"
"SJS","عصموديّ شِراعِي","帆鳍笛鲷","Sailfin snapper","Vivaneau voilier","","Pargo velero","(Günther 1874)"
"SJE","عصموديّ إبليس","丝条长鳍笛鲷","Chinamanfish","Vivaneau diable","","Pargo diablo","(Bleeker 1860)"
"YFR","","","California tonguef","","","","(Jordan & Gilbert 1880)"
"YFI","","","Ginsburg's tonguef","","","","Menezes & Benvegnú 1976"
"YFU","","","Elongate tonguesol","","","","(Cocco 1844)"
"SGE","","","","","","","Böhlke 1957"
"STK","","","Ring-backed pipefi","","","","(McCulloch & Waite 1918)"
"IFA","","","","","","","Watson 1996"
"SMK","","","","","","","(Jordan & Starks 1904)"
"SKN","","","Stokell's smelt","","","","(Stokell 1941)"
"ESA","","","Bagan anchovy","","","","Hardenberg 1933"
"ESC","","","China anchovy","","","","(Günther 1880)"
"ESR","أنشوفة بومبرا","康氏侧带小公鱼","Commerson's anchov","Anchois bombra","","Boquerón bombra","Lacépède 1803"
"ESI","أنشوفة هِندية","印度侧带小公鱼","Indian anchovy","Anchois indien","","Boquerón indio","(van Hasselt 1823)"
"ESN","","","Hardenberg's ancho","","","","Hardenberg 1933"
"ESJ","","","Spined anchovy","","","","(Bleeker 1852)"
"SIA","","","Lake Tanganyika sp","","","","Regan 1917"
"TMM","","","Nsess","","","","(Holly 1930)"
"OMT","","","","","","","Pellegrin 1924"
"SBB","","","Boa dragonfish","","","Estomias","(Risso 1810)"
"SMV","","","","","","","Ege 1918"
"TBD","","","","","","","Polunin & Lubbock 1977"
"TMB","","","Southwest Atlantic","","","Pampanito","Fowler 1906"
"SXY","","","Californian needle","","","","(Girard 1854)"
"SYQ","","","Banded needlefish","","","","(Bleeker 1850)"
"SGY","","","Spottail needlefis","","","","(van Hasselt 1823)"
"SGR","","","Timucu","","","","(Walbaum 1792)"
"MSS","","","Slender giant mora","","","","(Hamilton 1822)"
"TFR","","","Chubby basketfish","","","","Fraser-Brunner 1941"
"SUV","","","","","","","Myers 1942"
"STY","","","Blind tetra","","","","Brittan & Böhlke 1965"
"SXD","","","Diaphanous hatchet","","","","Hermann 1781"
"SXP","","","Highlight hatchetf","","","","Baird 1971"
"SGT","","","","","","","Mago-Leccia 1994"
"SGC","","","Longtail knifefish","","","","(Bloch & Schneider 1801)"
"SJV","","","Bluelined wrasse","","","","(Bonnaterre 1788)"
"SXL","","","","","","","(Jordan & Snyder 1902)"
"TIN","","","","","","","Kner 1870"
"TIW","","","","","","","Herzenstein 1890"
"TGO","","","","","","","(Günther 1894)"
"IGO","","","","","","","(Bleeker 1851)"
"SGH","","","Spotted pipefish","","","","(Richardson 1840)"
"SXO","","","Pricklebreast poac","","","","(Jordan & Gilbert 1880)"
"EFF","","","White stardrum","","","","(Steindachner 1875)"
"EFL","","","American stardrum","","","","(Holbrook 1855)"
"EFM","","","Smalleye stardrum","","","","(Steindachner 1864)"
"YOE","سمك موسى-لِسان سِنِغالي","塞内加尔舌鳎","Senegalese tongues","Sole-langue séné","","Lengua del Senegal","(Kaup 1858)"
"YOZ","","","Zanzibar tonguesol","","","Lengua de Zanzibar","Norman 1939"
"CBY","","","Argentine pearlfis","","","","Steindachner 1881"
"MNI","","","Dogtooth grenadier","Grenadier denté","","Granadero dentón","Dollo 1909"
"CXK","","","","","","","(Ahl 1924)"
"CMT","","","","","","","(Valenciennes 1847)"
"YNA","","","Acoupa weakfish","Acoupa toeroe","","Corvinata amarilla","(Lacépède 1801)"
"YNL","","","Whitefin weakfish","","","","(Günther 1864)"
"YTB","","","","","","","Brauer 1906"
"YTU","","","Garrick","","","","Jespersen & Tåning 1926"
"YTV","","","","","","","Brauer 1902"
"YTM","","","Veiled anglemouth","","","","(Günther 1878)"
"YTP","","","Tan bristlemouth","","","","Brauer 1902"
"YTS","","","Slender bristlemou","","","","Mukhacheva 1964"
"YTY","","","","","","","Jespersen & Tåning 1926"
"CMY","","","Bobtail eel","","","","Günther 1878"
"MDR","","","Mawson's dragonfis","","","","Waite 1916"
"YGG","","","Shiner perch","","","","Gibbons 1854"
"CBF","","","Crocodile fish","","","","(Knapp 1973)"
"YML","","","Sharp-headed wrass","","","","(Quoy & Gaimard 1824)"
"CNW","","","","","","","(Spix & Agassiz 1829)"
"YOA","","","Three-lined tounge","","","","(Gray 1834)"
"YOR","","","Largescale tongues","","","","(Bloch & Schneider 1801)"
"YOB","","","Fourlined tongueso","","","","(Lacépède 1802)"
"YOI","سمك موسى-لِسان كناري","加那利舌鳎","Canary tonguesole","Sole-langue canari","","Lengua de Canarias","Steindachner 1882"
"YOY","","","Bengal tongue sole","","","","(Hamilton 1822)"
"YTA","","","Benttooth bristlem","","","","Garman 1899"
"YOD","","","Carrot tonguesole","","","Lengua zanahoria","Day 1873"
"YON","","","Genko sole","","","","Günther 1880"
"YOJ","","","Red tonguesole","","","","Günther 1878"
"YOS","","","Roughscale tongues","","","","(Bleeker 1851)"
"YOG","","","Long tongue sole","","","","Hamilton 1822"
"YOM","","","Malabar tonguesole","","","Lengua malabárica","Norman 1928"
"YOO","","","","","","","Bleeker 1951"
"YOP","","","Speckled tonguesol","","","","(Richardson 1846)"
"YOT","","","","","","","Günther 1873"
"CNB","","","","","","","(Fowler 1907)"
"TXI","","","Blackspot climbing","","","","(Günther 1864)"
"TKY","","","Tailspot ctenopoma","","","","Günther 1896"
"TEN","","","","","","","Günther 1864"
"TSB","","","Frail gourami","","","","McClelland 1845"
"TEG","","","Barbel drum","","","","(Metzelaar 1919)"
"TMU","","","Comb goby","","","","(Bleeker 1860)"
"UCT","","","Checkered pupfish","","","","Miller 1956"
"UBC","","","Cuban killifish","","","","(Eigenmann 1903)"
"UBB","","","Black fathead","","","","McCulloch 1923"
"NFP","","","Ridge-back lobster","Langoustine à dos","","","Wood-Mason 1885"
"NFE","","","Gladiator lobstere","","","","Alcock 1901"
"MFV","","","Velvet lobster","","","","Chan & Yu 1991"
"MFU","ٍلانغوستين الأرَفُورا","印尼后海螯虾","Arafura lobster","Langoustine d'Araf","","Cigala de Arafura","(De Man 1905)"
"ISU","","","Flower ghost shrim","","","","Stimpson 1860"
"IST","","","Cameroon ghost shr","","","","White 1861"
"LLY","","","Sand ghost shrimp","","","","(Petagna 1792)"
"NFJ","","","Fenix lobster","","","","Forest & De Saint Laurent 1975"
"NTK","","","Atlantic deep-sea ","Langoustine argane","","Cigala de fondo","(A. Milne Edwards 1881)"
"NHI","لانغوستين عمق البحر لاذِع","细螯猬海螯虾","Prickly deep-sea l","Langoustine spinul","","Cigala raspa","Bate 1888"
"UFJ","","","Red lobster","Langoustine rouge","","Cigala colorada","S.I. Smith 1885"
"UPC","لانغوستين مُنحَّتة","卡氏真海螯虾","Sculptured lobster","Langoustine sculpt","","Cigala esculpida","Chace 1939"
"UPA","لانغوستين مُخطَّطة","条纹真海螯虾","Banded lobster","Langoustine rayée","","Cigala listada","Holthuis 1974"
"HCW","سرطان البحر الكاب","南非螯龙虾","Cape lobster","Homard du Cap","","Bogavante del Cabo","(Herbst 1792)"
"MFI","","","Caribbean lobster","Langoustine des Ca","","Cigala del Caribe","(Boone 1927)"
"MFS","لانغوستين الأروغواي","淡红后海螯虾","Urugayian lobster","Langoustine d'Urug","","Cigala de Uruguay","(Moreira 1903)"
"MFQ","لانغوستين مُنحّتة الأُوكِينَاوا","相模后海螯虾","Okinawa sculptured","Langoustine sculpt","","Cigala esculpida d","(Parisi 1917)"
"MFK","","","Siboga lobster","","","","(De Man 1916)"
"ASF","","","Black serrivomerid","","","","Gilbert 1905"
"SNG","","","","","","","(Ege 1933)"
"SNF","","","Panatella silversi","","","","(Jordan & Richardson 1908)"
"SLU","","","Northern lampfish","","","","(Eigenmann & Eigenmann 1890)"
"EGB","","","Beaufort's goby","","","","(Weber 1907)"
"SOH","","","Longspine porgy","","","","Jordan & Gilbert 1882"
"TEL","","","","","","","Lindberg & Krasyukova 1969"
"SRV","","","","","","","Godoy 1968"
"SCJ","","","","","","","Schultz 1949"
"SML","","","","","","","(Steindachner 1881)"
"YSC","","","Grey knifefish","","","","(Forster 1801)"
"AYM","","","Smallscale smooth-","","","","Günther 1878"
"CBV","","","","","","","(Vaillant 1888)"
"BHN","","","Beardless sea catf","","","","(Hamilton 1822)"
"SWJ","","","Red Sea seabream","Sar de la Mer Roug","","Sargo del Mar Rojo","(Valenciennes 1830)"
"HEZ","قرش نوّام زَرَدِيّ ","狭纹虎鲨","Zebra bullhead sha","Requin dormeur zé","","Dormilón acebrado","(Gray 1831)"
"OMY","","","","","","","(Steindachner 1866)"
"HMP","","","Cape sole","","","","Kaup 1858"
"HJO","","","Bamboo sole","","","","(Temminck & Schlegel 1846)"
"TNH","","","Natal electric ray","","","","Regan 1921"
"TNM","","","","","","","(Lloyd 1907)"
"HTO","","","","","","","Regan & Trewavas 1929"
"HUB","","","","","","","(Tomiyama 1934)"
"HTF","","","Stinging catfish","","Сом мешкожаберный","","(Bloch 1794)"
"HTU","","","Glasseye","","","","(Lacépède 1801)"
"HYY","قِرش قزميّ طويل الأنف","长吻侏儒异鳞角鲨","Longnose pygmy sha","Squale mignon","","Tollo pigmeo tromp","Fowler 1934"
"HXO","","","","","","","(Jordan & Starks 1895)"
"HXN","","","Bigeyed sixgill sh","","","","Teng 1962"
"HHB","","","Sixgill stingray","","","","Heemstra & Smith 1980"
"HHL","","","","","","","(Chu & Meng 1981)"
"HDB","","","","","","","Fernández-Yépez 1968"
"HIE","","","","","","","Maul 1961"
"DHK","","","","","","","(Annandale 1909)"
"DHB","","","Bleeker's whipray","","","","(Blyth 1860)"
"DHC","","","Freshwater whipray","","","","Monkolprasit & Roberts 1990"
"DHD","","","Dragon stingray","","","","Compagno & Heemstra 1984"
"DHF","","","Pink whipray","","","","Jordan & Seale 1906"
"DHU","","","","","","","(Hamilton 1822)"
"HEM","قرش نوّام مكسيكي","墨西哥虎鲨","Mexican hornshark","Requin dormeur buf","","Dormilón búfalo","Taylor & Castro-Aguirre 1972"
"HEK","قؤش نوّام ثَوْر","澳大利亚虎鲨","Port Jackson shark","Requin dormeur tau","","Dormilón toro","(Meyer 1793)"
"HEQ","قِرش نوّام بُلدغ","加拉帕哥斯虎鲨","Galapagos bullhead","Requin dormeur bou","","Dormilón de Galá","(Fréminville 1840)"
"HKD","","","Blacksaddle herrin","","","","(Bleeker 1852)"
"HKG","","","Goto's herring","","","","Wongratana 1983"
"HKL","","","Gulf herring","","","","Wongratana 1983"
"HRZ","","","Zebra- perch sea c","","","","Jenkins & Evermann 1889"
"HRP","","","","","","","(Castelnau 1855)"
"HRT","","","Rainbow cichlid","","","","(Günther 1867)"
"AOF","","","Mustachioed snake-","","","","(Myers & Wade 1941)"
"AEK","","","Krefft's smooth-he","","","","(Nielsen & Larsen 1970)"
"HSY","","","California roach","","","","(Baird & Girard 1854)"
"HTA","","","","","","","Rosen & Bailey 1979"
"HJP","","","Poreless goby","","","","(Hoese & Winterbottom 1979)"
"HUJ","","","","","","","(Osburn & Nichols 1916)"
"HRI","","","","","","","(Pellegrin 1900)"
"HUE","","","","","","","(Günther 1861)"
"LJZ","","","","","","Huiro palo","Villouta & Santelices 1986"
"MXY","أُشنة البحور الباردة","巨藻","Giant kelp","Macrocyste","","Cachiyuyo","(Linnaeus) C. Agardh 1820"
"YMD","","","Red sea lettuce","","","","Zanardini 1851"
"HFH","","","Landlady's Wig","Fil de fer","","","(Hudson) Fries 1836"
"HFJ","","","","","","","(Endlicher) Makijenko 1970"
"CJQ","","","Tule bulrush","","","","(Muhl. ex Bigelow) A.& D. Love"
"UCE","","","Common rockweed","","","","P.C. Silva 1953"
"PKZ","","","","","","","Santelices & Hommersand 1997"
"QTH","","","","","","","(Børgesen) Umamaherswara Rao & Kaliperumal"
"QTU","","","","","","","(R. Brown) J.Agardh 1852"
"QTN","","","","","","","Okamura 1931"
"GEW","","","","","","","Andriamampandry 1988"
"CFW","","","Pompano dolphinfis","","","","Linnaeus 1758"
"TJX","","","Atlantic thornyhea","","","","(Goode & Bean 1896)"
"CKP","","","","","","","(Vaillant 1888)"
"EWA","","","European crayfishe","Écrevisses europée","","Cangrejos de río e",""
"ACZ","","","American crayfishe","Écrevisses américa","","Cangrejos río amer",""
"RYG","","","Rubyfish","","Красноглазка розовая (=рубинка)","","(Hutton 1875)"
"HDQ","","","Bullhead sharks","","","",""
"HXW","","","Frilled and cow sh","","","",""
"LMZ","","","Mackerel sharks","","","",""
"OCX","","","Carpet sharks","","","",""
"SSQ","","","Velvet dogfish","","","","(Günther 1877)"
"KCI","سرطان ملكيّ أزرق","扁足拟石蟹","Blue king crab","Crabe royal bleu","Краб синий","Cangrejo real azul","Brandt 1850"
"KAQ","سرطان ملكيّ مذهّب","等刺石蟹","Golden king crab","Crabe royal doré","Краб равношипый","Centolla dorada","Benedict 1895"
"MBZ","بالان ضخمة","鹦鹉巨藤壶","Giant barnacle","Balane géante","","Picoroco gigante","(Molina 1788)"
"BXF","","","Boxfishes nei","Coffres nca","","Toritos nep",""
"GIY","","","Parore","","","","(Quoy & Gaimard 1824)"
"JGU","","","Spotted gurnard","","","","(Günther 1880)"
"HVR","","","California halfbea","Demi-bec californi","","Agujeta califórni","(Jordan & Gilbert 1880)"
"HEX","","","Giant Haplochromis","","","","Boulenger 1902"
"HMF","","","Flame chub","","","","(Jordan & Gilbert 1878)"
"THJ","قِرش كلب ياباني","日本半皱唇鲨","Japanese topeshark","Requin-hâ dochiza","","Cazón japonés","(Müller & Henle 1839)"
"THL","قِرش كلب ذو جِنحة بيضاء","白鳍半皱唇鲨","Whitefin topeshark","Requin-hâ aile bl","","Cazón de aleta bl","Herre 1923"
"HEV","","","","","","","(Pallas 1814)"
"HNC","","","","","","","(Fowler 1934)"
"GUK","","","","","","","(Herre 1926)"
"MBK","","","Painted river praw","Bouquet pintade","","Camarón pintado","(Linnaeus 1758)"
"HJR","إيربيان كبير نهر الغُونج","恒河沼虾","Ganges river prawn","Bouquet du haut Ga","","Camarón del río ","(Tiwari 1949)"
